name,placeType,city,state,country,rating,reviewsNumber,hostedBy,guestNum,bedroomNum,bedNum,bathNum,cleanliness,accuracy,communication,location,checkIn,Value,full_location,hostJoined,pricePerNight,ID,url,page
Cabañita 3a organic  in the woods,Entire cabin,Mineral del Monte,Hidalgo,Mexico,,,,2,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2015,71,107,https://airbnb.com/rooms/920480479834063232?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748193_irPoM5WTZd8z0YfV&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Cabaña Boutique TinyChillHouse 3,Entire cabin,NA,NA,NA,4.87,162,Edgar,4,1,1,1,4.8,4.9,4.9,4.9,4.9,4.8,"Mineral del Chico, Hidalgo, Mexico",2016,107,108,https://airbnb.com/rooms/46679965?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-12&check_out=2023-11-17&source_impression_id=p3_1697748193_u0NB817%2FsAK5kAX8&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,7
"Suite 2, Bella Stone in Omitlan Forest",Nature lodge,NA,NA,NA,4.82,61,Misael Y Mayra,3,1,1,1,4.8,4.8,4.8,4.8,4.8,4.8,"Hidalgo, Mexico",2022,56,109,https://airbnb.com/rooms/625313999393928980?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748207_OonMVGitAhEjDu07&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
"Hotel Posada Real, comfortable and modern",Hotel,Mineral del Monte,Hidalgo,Mexico,4.54,46,Pablo,2,1,1,1.5,4.9,4.7,4.6,4.6,4.7,4.7,"Mineral del Monte, Hidalgo, Mexico",2016,38,110,https://airbnb.com/rooms/41583516?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748207_dgmwnh6VJUZUHFBz&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Casa Hidalguito is a conscious space!,Tiny home,Mineral del Monte,Hidalgo,Mexico,4.71,7,,4,2,2,1,4.9,4.7,4.9,5.0,4.9,4.9,"Mineral del Monte, Hidalgo, Mexico",2021,39,111,https://airbnb.com/rooms/760756663809002439?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748207_Dy6qDb4nlgkS91eE&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Hosting Don Rafael,Hotel,NA,NA,NA,4.70,46,Ismael,2,4,4,1,4.9,4.8,4.8,4.9,4.9,4.6,"Mineral del Monte, Hidalgo, Mexico",2018,39,112,https://airbnb.com/rooms/24105881?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748207_%2FO0dBMGS5sUnGvnN&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Hotel very near the historic center,Room in a hotel,NA,NA,NA,,,Aureliano,2,1,1,1,4.6,4.6,4.6,4.9,4.7,4.4,"Mineral del Monte, Hidalgo, Mexico",2018,34,113,https://airbnb.com/rooms/25782414?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748207_Cr3b1Ohst955mM3l&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
"Finca Jesús, cottage in Omitlan de Juarez",Entire cottage,NA,NA,NA,4.63,52,Nelly,5,2,2,1,4.6,4.7,5.0,4.8,4.7,4.6,"Omitlán de Juárez, Hidalgo, Mexico",2016,52,114,https://airbnb.com/rooms/24654430?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748207_FosvRFAAKLI5oCeQ&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Don Polo Ranch (Cabin 1),Entire cabin,NA,NA,NA,4.44,77,Diego,4,2,2,1,4.6,4.7,4.6,4.4,4.6,4.5,"Mineral del Monte, Hidalgo, Mexico",2019,52,115,https://airbnb.com/rooms/45001644?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748207_o7ZcBtH%2BKB61JBwv&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Pueblo Mágico Real del Monte,"Room in Mineral del Monte, Mexico",Mineral del Monte,Hidalgo,Mexico,4.34,29,,2,·,·,,4.6,4.3,4.4,4.5,4.4,4.4,"Mineral del Monte, Hidalgo, Mexico",,52,116,https://airbnb.com/rooms/39749350?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=900127727&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748207_gwTFl97gEYTMdDBQ&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
La Casita de Frida hab. de Hotel,Hotel,Mineral del Monte,Hidalgo,Mexico,,,Haydée,2,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2018,31,117,https://airbnb.com/rooms/847113475454879785?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748207_UMwWC8QhuPJqzAM%2B&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Real del Monte style cabin with large garden,Entire villa,Mineral del Monte,Hidalgo,Mexico,4.70,10,Jorge A,8,4,4,2,4.4,4.7,4.5,4.5,4.2,4.7,"Mineral del Monte, Hidalgo, Mexico",2022,133,118,https://airbnb.com/rooms/600922509748269301?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748207_8fEozHP7hZgZR%2BwY&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Glamping (3) Luz de Luna,Place to stay in a dome,NA,NA,NA,,,Daniel,2,1,1,1,,,,,,,"Hidalgo, Mexico",2019,99,119,https://airbnb.com/rooms/866718849615290052?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748207_MlCMSZOVHqJPgSKb&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Casa Valentino Trattoria & Lodging,Hostel,Mineral del Monte,Hidalgo,Mexico,4.61,18,,2,1,1,1,4.7,4.7,4.4,4.6,4.6,4.4,"Mineral del Monte, Hidalgo, Mexico",2021,29,120,https://airbnb.com/rooms/583390504405501439?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748207_ItKfXZ0eo3agq0tI&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
#2 Casa La Paz in Real del Monte - Bedroom # 2,"Room in Mineral del Monte, Mexico",NA,NA,NA,4.67,33,,1,·,·,,5.0,4.9,4.8,4.6,4.7,4.8,"Mineral del Monte, Hidalgo, Mexico",,37,121,https://airbnb.com/rooms/50674621?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1207206851&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748207_dT1jo6%2B2RjoRioG6&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Casa Valentino Trattoria & Lodging,Hostel,Mineral del Monte,Hidalgo,Mexico,4.58,12,,2,1,1,1,4.8,4.7,4.8,4.8,4.8,4.4,"Mineral del Monte, Hidalgo, Mexico",2021,29,122,https://airbnb.com/rooms/583372146526397780?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-29&check_out=2023-11-03&source_impression_id=p3_1697748207_cWkTAXArno%2BS%2FOj3&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Sleeping cabin,Entire cabin,NA,NA,NA,4.96,56,Gabriel,12,3,3,3,5.0,4.8,5.0,4.8,4.8,4.8,"Real del monte, Hidalgo, Mexico",2015,359,123,https://airbnb.com/rooms/39397505?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748207_HCUuB3mvu0a%2FDiqT&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Cabaña Rufina between mountains of Real del Monte,Entire cabin,Mineral del monte,Hidalgo,Mexico,5.0,7,Edmundo,8,3,3,2,4.4,5.0,5.0,4.9,4.9,4.7,"Mineral del monte, Hidalgo, Mexico",2016,110,124,https://airbnb.com/rooms/32899875?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748207_HB0NfDe3836XJrcx&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Hospitality near downtown,Entire home,Mineral del Monte,Hidalgo,Mexico,,,,4,2,2,2,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2018,72,125,https://airbnb.com/rooms/793974577295102166?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748207_%2BO2HgcKB8OIy53xJ&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,7
Cabin/ fire pit between Real del Monte and Huasca,Entire cabin,NA,NA,NA,,,HenBros,6,2,2,1,,,,,,,"Omitlán de Juárez, Hidalgo, Mexico",2017,75,126,https://airbnb.com/rooms/955048563017223901?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748207_80%2BvealXER9lRb3P&previous_page_section_name=1000&federated_search_id=7c629a22-9e42-4828-b968-a94ed67b2ad9,8
Beautiful room in Pueblo Maggic Real del Monte,Hotel,Mineral del Monte,Hidalgo,Mexico,4.70,10,Juan J.,4,1,1,1,5.0,4.3,4.9,4.7,4.8,4.9,"Mineral del Monte, Hidalgo, Mexico",2017,53,127,https://airbnb.com/rooms/39749393?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748223_Vtqx8Po35pvyAi9a&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Hotel Paraiso Real (cabin room),Hotel,NA,NA,NA,4.71,28,Pablo,2,1,1,1.5,4.8,4.8,4.8,5.0,4.8,4.7,"Mineral del Monte, Hidalgo, Mexico",2016,47,128,https://airbnb.com/rooms/45531246?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_K1e%2FDliogkZ28lpb&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Casa Esmeralda,Casa particular,Mineral del Monte,Hidalgo,Mexico,,,,14,4,4,3.5,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2016,190,129,https://airbnb.com/rooms/912368507369630197?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748223_llb%2FDKdPffi2DVoZ&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
"Cozy cabin, with fireplace and barbecue",Entire cabin,NA,NA,NA,4.94,34,Daniela,8,3,3,1,4.9,4.9,5.0,4.9,4.9,4.9,"Omitlán de Juárez, Hidalgo, Mexico",2017,82,130,https://airbnb.com/rooms/53432159?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748223_ySRnEJSbIKQfLodr&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
"Beautiful Cabin ""La Ultima"" Huasca",Entire cabin,NA,NA,NA,4.86,92,Isabel,16,6,6,2,4.7,4.9,4.9,4.8,4.8,4.7,"Omitlán de Juárez, Hidalgo, Mexico",2016,166,131,https://airbnb.com/rooms/21439995?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_ND6SHiGJOj45qfgy&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Hospedaje Don Rafael IV,Boutique hotel,NA,NA,NA,4.64,56,Ismael,2,1,1,1,4.7,4.7,4.8,4.9,4.8,4.5,"Mineral del Monte, Hidalgo, Mexico",2018,39,132,https://airbnb.com/rooms/27555588?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_0PjKBboqQ3%2BuyKyX&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Refuge in the woods 3,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,4.80,20,Sergio,5,2,2,1,4.8,4.7,4.6,4.8,4.7,4.5,"Huasca de Ocampo, Hidalgo, Mexico",2023,138,133,https://airbnb.com/rooms/830755907443116842?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_48MpqLnoOC2VzYUf&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Level 2700. Exclusive family apartment,Entire vacation home,Mineral del Monte,Hidalgo,Mexico,,,,6,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2022,84,134,https://airbnb.com/rooms/599509086657456939?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748223_3hLi15b1P7WHiBDe&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Amazonia Cabana,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,4.60,5,Ramón,4,2,2,1,4.8,4.8,4.8,5.0,4.8,4.4,"Huasca de Ocampo, Hidalgo, Mexico",2019,82,135,https://airbnb.com/rooms/932629786905050941?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-04&check_out=2023-11-09&source_impression_id=p3_1697748223_%2BAsll87Dlqn7NhSZ&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
"2 Tiny houses in Hidalgo, Mexico",Tiny home,Omitlán de Juárez,Hidalgo,Mexico,4.88,8,Aarón,8,2,2,2,4.6,4.9,4.8,4.9,4.9,4.9,"Omitlán de Juárez, Hidalgo, Mexico",2022,151,136,https://airbnb.com/rooms/602127721833080560?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_nBoWw0OQnEWOJrQS&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Cabaña Ostersund,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,5.0,3,,2,1,1,1,5.0,5.0,5.0,5.0,4.7,4.7,"Huasca de Ocampo, Hidalgo, Mexico",2019,108,137,https://airbnb.com/rooms/932636393198223803?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748223_QMqDfg2KkRW6JYNP&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Double room in the center of Pueblo Mágico,Boutique hotel,NA,NA,NA,4.67,3,Jorge,5,1,1,1,4.7,5.0,5.0,5.0,5.0,4.3,"Mineral del Monte, Hidalgo, Mexico",2021,55,138,https://airbnb.com/rooms/54051973?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748223_kEeL1%2F%2FtNiSMJI0d&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
"Cabaña El Tepozan in Real del Monte, Hidalgo",Entire guest suite,Barrio De Escobar,Hidalgo,Mexico,4.78,23,Cabañas,3,1,1,1,5.0,4.8,5.0,4.7,4.9,4.6,"Barrio De Escobar, Hidalgo, Mexico",2021,80,139,https://airbnb.com/rooms/54017338?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_Pf5U%2Bnnb4qeT9176&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
"Cabañas ""Quinta Elvira"" in Omitlán, Hidalgo.",Entire cabin,NA,NA,NA,,,,4,2,2,2.5,,,,,,,"San Antonio, Hidalgo, Mexico",2017,55,140,https://airbnb.com/rooms/874674289488367368?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748223_bEMoBJsy8uO2EUSH&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Hosting Sunshine and moon lightning,Hotel,NA,NA,NA,4.70,10,Ana,2,1,1,1,4.8,4.8,4.8,4.8,4.9,4.7,"Mineral del Monte, Hidalgo, Mexico",2018,36,141,https://airbnb.com/rooms/49108541?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748223_Hti573WC63idVK2r&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Glamping elevado,Room in Mexico,NA,NA,NA,,,,1,Dedicated,Dedicated,,,,,,,,"Hidalgo, Mexico",,72,142,https://airbnb.com/rooms/991350127974207381?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1749603074&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_%2F%2FiQfsZaTM%2FCbL4V&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Don Rafael II Accommodation,Hotel,NA,NA,NA,4.67,6,Ismael,2,1,1,1,4.5,4.5,4.7,4.8,4.5,4.5,"Mineral del Monte, Hidalgo, Mexico",2018,39,143,https://airbnb.com/rooms/24397849?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_6Px%2BL0DVp0tYKvCv&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,8
Beautiful rustic cabin in magical village,Entire cabin,NA,NA,NA,5.0,5,Carlos Federico,16,5,5,2.5,5.0,5.0,5.0,5.0,4.2,4.8,"Hidalgo, Mexico",2021,199,144,https://airbnb.com/rooms/690633031537669535?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748223_YSnL1zrD38XcyqSI&previous_page_section_name=1000&federated_search_id=eaf42f8d-0558-4fb6-819c-919fca11ad45,9
"Hotel Paraiso Real, double bedroom",Hotel,Mineral del Monte,Hidalgo,Mexico,4.75,8,,4,1,1,1.5,4.9,4.9,4.9,4.9,4.9,4.8,"Mineral del Monte, Hidalgo, Mexico",2016,61,145,https://airbnb.com/rooms/45652543?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_TltMdiRpmXZNurT4&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Shelter in the woods 1,Entire cabin,Huasca de Ocampo,Hidalgo,Mexico,,,Sergio,9,2,2,1,,,,,,,"Huasca de Ocampo, Hidalgo, Mexico",2023,197,146,https://airbnb.com/rooms/830409196017840241?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-05&check_out=2023-11-10&source_impression_id=p3_1697748237_XavjvpHYBxr9EcoE&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Cedro Cabana,Entire cabin,NA,NA,NA,4.80,25,Mauricio,3,1,1,1,4.8,4.8,4.8,4.7,4.8,4.8,"Mineral del Monte, Hidalgo, Mexico",2019,68,147,https://airbnb.com/rooms/35651508?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_1CnY5nKiE8%2FBX98V&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
"Cabaña ""La Naranjita"" / Fracc. San Cayetano",Entire cabin,NA,NA,NA,4.56,50,Sebastian,6,3,3,1,4.9,4.7,4.7,4.9,4.8,4.7,"San José Capulines, Hidalgo, Mexico",2017,69,148,https://airbnb.com/rooms/41403142?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697748237_4g3Yn1XLM8aXMi5a&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
"Tiny house in Hidalgo, Mexico | Asteroid #2",Tiny home,Omitlán de Juárez,Hidalgo,Mexico,4.81,62,Aarón,4,1,1,1,4.8,4.8,4.8,4.7,4.7,4.6,"Omitlán de Juárez, Hidalgo, Mexico",2022,76,149,https://airbnb.com/rooms/594081223268393915?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_r0T%2BTuPf0fu1jdo2&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Cabins Amor-es Real del Monte Cabin with Jacuzzi,"Room in Mineral del Monte, Mexico",Mineral del Monte,Hidalgo,Mexico,4.60,5,,1,Shared,Shared,,5.0,4.4,4.8,4.2,4.4,4.6,"Mineral del Monte, Hidalgo, Mexico",,83,150,https://airbnb.com/rooms/717490732979911202?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1491333578&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748237_sddf%2FG3vxNluc0%2F3&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Cabana Capilano,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,,,Ramón,4,1,1,1,,,,,,,"Huasca de Ocampo, Hidalgo, Mexico",2019,108,151,https://airbnb.com/rooms/971092943270832387?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_B1cuAgyxX1FNgvCs&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Jimenez Stay in downtown Real del Monte,Place to stay in a guest suite,Mineral del Monte,Hidalgo,Mexico,,,David,4,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2017,51,152,https://airbnb.com/rooms/743457238083780603?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748237_Z8bdkgfFg825Mt9d&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Amor-es cabins in Real del Monte-Cabaña Simple,Place to stay in a hut,Mineral del Monte,Hidalgo,Mexico,4.75,8,Cabañas,2,1,1,1,4.8,5.0,4.9,4.5,4.6,4.4,"Mineral del Monte, Hidalgo, Mexico",2022,55,153,https://airbnb.com/rooms/692221742580783537?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748237_GVNfSOLYAZeoO%2FSB&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Small container with a view,Shipping container,NA,NA,NA,,,,2,1,1,1,,,,,,,"Hidalgo, Mexico",2023,87,154,https://airbnb.com/rooms/997473831568953886?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_exQHU6A5AC1Abjug&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Cozy A frame House with Hot tub,Entire chalet,NA,NA,NA,4.38,13,Christian,12,2,2,2,4.3,4.7,4.5,4.5,4.6,4.5,"Huasca de Ocampo, Hidalgo, Mexico",2015,248,155,https://airbnb.com/rooms/580435121401325791?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_obSzmJwHIlqL%2BqQM&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
High glamping,"Room in Huasca de Ocampo, Mexico",Huasca de Ocampo,Hidalgo,Mexico,,,,1,Dedicated,Dedicated,,,,,,,,"Huasca de Ocampo, Hidalgo, Mexico",,72,156,https://airbnb.com/rooms/969781369692364572?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1731908827&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_ReKBZ%2BLNoOf3peiu&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
"Comfortable upper room | parking, wifi",Boutique hotel,NA,NA,NA,4.67,3,Jorge,3,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,"Mineral del Monte, Hidalgo, Mexico",2021,52,157,https://airbnb.com/rooms/54051455?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748237_NpAY7LSVNE1QGNvR&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
"Cabin omitlan Countryside stay RM #5 
Double","Room in Omitlán de juarez, Mexico",Omitlán de juarez,Hidalgo,Mexico,4.66,32,,9,2,2,,4.6,4.7,4.6,4.8,4.5,4.7,"Omitlán de juarez, Hidalgo, Mexico",,61,158,https://airbnb.com/rooms/31194596?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=646152835&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748237_boeFqaSWqzviQIyk&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Cabaña Papá Beto,Hostel,Mineral del Monte,Hidalgo,Mexico,,,Oscar Gilberto,2,6,6,2,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2022,33,159,https://airbnb.com/rooms/702458949020431806?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748237_eNG7LRDvmGjipNFO&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
