name,placeType,city,state,country,rating,reviewsNumber,hostedBy,guestNum,bedroomNum,bedNum,bathNum,cleanliness,accuracy,communication,location,checkIn,Value,full_location,hostJoined,pricePerNight,ID,url,page
Fabulous boutique cabin with an amazing viewpoint.,Hut,NA,NA,NA,4.99,165,,4,1,1,1,4.9,5.0,5.0,5.0,5.0,4.9,"Mineral del Chico, Hidalgo, Mexico",2016,104,1,https://airbnb.com/rooms/19070024?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748108_LG77NAM7IlwUz%2Fo%2B&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
La Fortaleza,Entire chalet,NA,NA,NA,4.91,111,Luis,14,5,5,2.5,4.9,4.9,5.0,5.0,5.0,4.9,"Mineral del Monte, Hidalgo, Mexico",2017,248,2,https://airbnb.com/rooms/47445783?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748109_z3BhJ9cTNmmllklf&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
"Cabin in the Forest, Real del Monte",Entire home,NA,NA,NA,4.96,163,Carlos Franco,5,2,2,2.5,4.9,5.0,5.0,4.9,5.0,4.9,"Mineral del Monte, Hidalgo, Mexico",2015,110,3,https://airbnb.com/rooms/8164384?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748109_bEDzQ30UJIsisL3q&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Forest House Cabaña Boutique in Mineral del Monte,Entire cabin,NA,NA,NA,4.97,199,Víctor Manuel,4,1,1,1.5,5.0,4.9,5.0,4.8,4.8,4.9,"Mineral del Monte, Hidalgo, Mexico",2018,87,4,https://airbnb.com/rooms/51420668?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-12&check_out=2023-11-17&source_impression_id=p3_1697748109_r%2B8auAnif8UwEuoJ&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Villa Alejandra Cabana,Entire cabin,NA,NA,NA,4.88,145,Alejandra,6,3,3,1.5,4.9,4.9,4.9,4.8,4.8,4.8,"Mineral del Monte, Hidalgo, Mexico",2016,102,5,https://airbnb.com/rooms/44180065?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748109_BtLI5DiD2rIhICXw&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Cabaña Boutique TinyChillHouse 2,Entire cabin,NA,NA,NA,4.81,297,Edgar,4,1,1,1,4.8,4.9,4.9,4.8,4.8,4.8,"Mineral del Chico , Hidalgo, Mexico",2016,107,6,https://airbnb.com/rooms/42473851?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-26&check_out=2023-12-01&source_impression_id=p3_1697748109_Gwi5ycDvhH7XLBao&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Cabin (1) in the woods with panoramic view,Tiny home,NA,NA,NA,4.86,111,Carlos Franco,2,1,1,1,4.9,4.9,5.0,4.8,4.8,4.7,"Mineral del Monte, Hidalgo, Mexico",2015,73,7,https://airbnb.com/rooms/48332289?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-07&check_out=2023-11-12&source_impression_id=p3_1697748109_fjlHa3c7V15DZ0YA&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Cabana  Niebla,Entire cabin,NA,NA,NA,4.75,343,Arturo,4,2,2,1,4.8,4.8,4.9,4.8,4.9,4.8,"Mineral del Monte, Hidalgo, Mexico",2017,49,8,https://airbnb.com/rooms/27490087?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748109_hVQ03%2BuJg37u%2BpSf&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Restful cabin with a view.,Entire cabin,NA,NA,NA,4.91,22,Kevin,7,3,3,1.5,5.0,5.0,5.0,4.7,4.9,4.9,"Mineral del Monte, Hidalgo, Mexico",2021,83,9,https://airbnb.com/rooms/792145217267688938?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748109_khCjd7M51RXvjjul&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
"House with fireplace, billiards and fire pit",Entire home,NA,NA,NA,4.92,50,Casa,6,3,3,2.5,4.9,4.9,5.0,4.7,4.7,4.8,"Mineral del Monte, Hidalgo, Mexico",2022,138,10,https://airbnb.com/rooms/700973494536797652?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748109_X6nEGL5ITnPngNPJ&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Pacifica; equipped house.,Entire home,NA,NA,NA,4.67,229,Arturo,10,3,3,3.5,4.5,4.8,4.8,4.8,4.9,4.7,"Mineral del Monte, Hidalgo, Mexico",2017,72,11,https://airbnb.com/rooms/17882192?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748109_2lYTKjFZ5d1IHfX3&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Real del Bosque cottage,Entire cabin,NA,NA,NA,4.92,216,Jaime,4,3,3,1.5,4.9,4.9,4.9,4.9,4.9,4.9,"Mineral del Monte, Hidalgo, Mexico",2018,83,12,https://airbnb.com/rooms/34088597?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748109_sOQhe9LqrUgjohQ1&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Beautiful and modern cabin  near Pueblos Mágicos,Hut,NA,NA,NA,4.75,59,Kandy,6,2,2,2,4.7,4.8,4.9,4.6,4.6,4.6,"Mineral del Monte, Hidalgo, Mexico",2018,138,13,https://airbnb.com/rooms/53384716?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748109_ttsen0UhuBCWU%2FiQ&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Cabaña El Encino in Real del Monte,Entire cabin,NA,NA,NA,4.92,285,Gabriela,2,1,1,1,5.0,4.9,5.0,4.8,4.9,4.9,"Mineral del Monte, Mexico",2016,83,14,https://airbnb.com/rooms/23566985?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748109_s95FUb4kPalCZQ73&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Cabin El Tepozan in Real del Monte,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.86,103,Gabriela,3,1,1,1,5.0,4.9,5.0,4.7,4.8,4.8,"Mineral del Monte, Hidalgo, Mexico",2016,82,15,https://airbnb.com/rooms/49291363?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748109_qLFIvifkHyEJcKKz&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Amazing Cabin in the woods with internet !!!,Entire cabin,Mineral del Chico,Hidalgo,Mexico,4.78,65,Ana Cecilia,6,2,2,1,4.8,4.9,5.0,4.9,4.8,4.7,"Mineral del Chico, Hidalgo, Mexico",2020,107,16,https://airbnb.com/rooms/600007690061051052?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-05&check_out=2023-11-10&source_impression_id=p3_1697748109_QjBqPbeNh2Fw518H&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Cabin 2-4 people in Centro de Real del Monte,Entire cabin,NA,NA,NA,4.90,80,Omar,4,1,1,1,5.0,4.9,5.0,4.8,4.8,4.8,"Mineral del Monte, Hidalgo, Mexico",2015,55,17,https://airbnb.com/rooms/43022495?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748109_A7N4eyVDQxszzdvJ&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,1
Cabin in the  woods with panoramic views,Entire cabin,NA,NA,NA,4.89,36,Carlos Franco,2,1,1,1.5,5.0,5.0,5.0,4.9,4.9,4.8,"Mineral del Monte, Hidalgo, Mexico",2015,81,18,https://airbnb.com/rooms/31954352?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748109_FE1dC6m%2B%2FiH4xUvT&previous_page_section_name=1000&federated_search_id=0cd46274-1f93-4bb6-8ec9-29677d6f4e1b,2
Cabin 2 in the center of Real del Monte,Entire cabin,NA,NA,NA,4.96,57,,2,1,1,1,5.0,4.9,5.0,4.8,4.8,4.8,"Mineral del Monte, Hidalgo, Mexico",2015,55,19,https://airbnb.com/rooms/45496665?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748129_cZGxrKgr%2B7XaKZB6&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
"A comfortable, well-equipped apartment 8 min. from downtown.",Entire loft,NA,NA,NA,4.77,30,,2,1,1,1,4.5,4.9,4.9,4.8,4.7,4.7,"Mineral del Monte, Hidalgo, Mexico",2022,27,20,https://airbnb.com/rooms/619658182206238838?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748129_pIi1%2B6XPH667j8Pv&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
B Quiet and quiet suite eq near the center,Entire rental unit,NA,NA,NA,4.89,18,,4,1,1,1,4.9,4.9,4.9,4.8,4.7,4.7,"Mineral del Monte, Hidalgo, Mexico",2022,32,21,https://airbnb.com/rooms/674010837639084767?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748129_QYXQL2PC2vuC2GbO&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Forest House 2 Cabaña Boutique,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.96,73,Víctor Manuel,4,1,1,2,4.9,5.0,5.0,4.8,4.7,4.8,"Mineral del Monte, Hidalgo, Mexico",2018,89,22,https://airbnb.com/rooms/793654579722163913?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-26&check_out=2023-12-01&source_impression_id=p3_1697748129_VYREe37r3IJ6Z85S&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Eco-friendly cabin (2) in the woods with terrace,Tiny home,NA,NA,NA,4.84,51,,2,1,1,1,4.8,4.9,4.9,4.8,4.7,4.7,"Mineral del Monte, Hidalgo, Mexico",2015,63,23,https://airbnb.com/rooms/679018120800307058?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-03&check_out=2023-11-08&source_impression_id=p3_1697748129_irZVOM%2BLAtDOPl%2Fa&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Cabaña Boutique TinyChillHouse 1,Entire cabin,NA,NA,NA,4.88,322,Edgar,4,1,1,1,4.8,4.9,4.9,4.9,4.9,4.8,"Mineral del Chico, Hidalgo, Mexico",2016,107,24,https://airbnb.com/rooms/41035399?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-08&check_out=2023-11-13&source_impression_id=p3_1697748129_WPPk%2FwJGsmrAwn%2Fv&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Oyamel Cabana,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.77,57,,4,2,2,1,4.8,4.8,4.9,4.8,4.8,4.9,"Mineral del Monte, Hidalgo, Mexico",2017,49,25,https://airbnb.com/rooms/54310244?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748129_SeWHeDGZoHNTbQTz&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Cabin El Encino III in Real del Monte,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.96,53,Gabriela,2,1,1,1,5.0,5.0,5.0,4.9,4.9,4.8,"Mineral del Monte, Hidalgo, Mexico",2016,84,26,https://airbnb.com/rooms/600927453263254391?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748129_my%2Fi949CtTmXxIfE&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Cabin El Encino II In Real del Monte,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.94,216,Gabriela,4,1,1,1,5.0,4.9,5.0,4.8,4.9,4.9,"Mineral del Monte, Hidalgo, Mexico",2016,85,27,https://airbnb.com/rooms/46695831?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697748129_1T3Lsb2ZzOF9A3bm&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
El Manantial Cabana,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.90,61,Alexia,4,2,2,1,4.9,4.9,4.9,4.9,4.8,4.8,"Mineral del Monte, Hidalgo, Mexico",2019,83,28,https://airbnb.com/rooms/52598183?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748129_snlAU7P1YNCch76G&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Romantic Room 2,Boutique hotel,NA,NA,NA,4.81,139,Alejandra,2,1,1,1,4.9,4.8,4.9,4.7,4.7,4.8,"Mineral del Monte, Hidalgo, Mexico",2016,50,29,https://airbnb.com/rooms/49385826?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748129_if%2BwQ1tg3VuTxbJD&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
"Casa de Campo ""Entre mountains""",Entire cottage,NA,NA,NA,4.62,137,Jose,5,2,2,1,4.5,4.7,4.8,4.7,4.7,4.6,"Mineral del Monte, Hidalgo, Mexico",2019,64,30,https://airbnb.com/rooms/41483249?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748129_iPNTzkmm7SASIPol&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Cabana Cumbreana,Entire cabin,NA,NA,NA,4.78,109,Karel,4,1,1,1,4.8,4.8,4.8,4.7,4.9,4.7,"Mineral del Monte, Hidalgo, Mexico",2021,47,31,https://airbnb.com/rooms/52186556?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-29&check_out=2023-11-03&source_impression_id=p3_1697748129_3MSqMJYMeO8y5Yvg&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Hab (2) 💎 Beautiful Private Room Real del Monte,"Room in Mineral del Monte, Mexico",NA,NA,NA,4.72,53,,1,Shared,Shared,,4.8,4.7,4.8,4.5,4.6,4.7,"Mineral del Monte, Hidalgo, Mexico",,19,32,https://airbnb.com/rooms/52904044?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1271207118&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748129_MbW%2FJLirNncMKvkU&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Countryside house with beautiful views,Entire cabin,NA,NA,NA,5.0,37,Elihu,7,2,2,1,4.9,5.0,5.0,4.8,4.8,5.0,"Hidalgo, Mexico",2021,94,33,https://airbnb.com/rooms/49346994?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748129_ufe3vU71kEVifYU%2F&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
La Mission Cabana,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.89,107,Luis,2,1,1,1,4.9,5.0,4.9,4.9,4.9,4.9,"Mineral del Monte, Hidalgo, Mexico",2017,64,34,https://airbnb.com/rooms/47448396?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748129_geoA5dIICb3bBVdN&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
Cabana Blanca,Entire cabin,NA,NA,NA,4.94,71,Alejandra,6,4,4,1.5,4.9,4.9,4.9,4.8,4.8,4.9,"Mineral del Monte, Hidalgo, Mexico",2016,105,35,https://airbnb.com/rooms/47409780?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748129_Lu5liBvqfRslYFAK&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,2
DHAR cabin with a view in Real del Monte,Entire cabin,NA,NA,NA,4.86,49,Sabrina,3,1,1,1,4.8,4.9,4.9,4.9,4.8,4.8,"El Velillo, Hidalgo, Mexico",2018,74,36,https://airbnb.com/rooms/29027266?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748129_TV2qggh2e3BGaMY4&previous_page_section_name=1000&federated_search_id=39c37997-6634-4f8e-bc75-18b3f76dd569,3
Luxurious Home: Vista Real Del Monte,Entire home,Mineral del Monte,Hidalgo,Mexico,4.44,25,,3,1,1,1,4.5,4.4,4.5,4.0,4.2,4.2,"Mineral del Monte, Hidalgo, Mexico",2020,61,37,https://airbnb.com/rooms/801017408467105454?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_WDJmo1LLfan5gWj7&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Cabaña Sequoia,Entire cabin,NA,NA,NA,4.98,45,Mauricio,5,2,2,1,5.0,5.0,5.0,4.8,5.0,5.0,"Mineral del Monte, Hidalgo, Mexico",2019,101,38,https://airbnb.com/rooms/35423607?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_YdprfIu0Ew8g6kcl&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Biker Area - Garden house in Real del Monte,Entire vacation home,NA,NA,NA,4.95,20,Laura,12,6,6,1,5.0,5.0,5.0,4.8,4.5,4.8,"Mineral del Monte, Hidalgo, Mexico",2017,181,39,https://airbnb.com/rooms/53011624?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748145_cmGUwYpd5d0Tz%2BLN&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Casa Boutique ROMA. Centro de Real del Monte.,Entire home,NA,NA,NA,4.96,23,Marco Antonio,10,4,4,5,5.0,4.9,5.0,5.0,4.9,5.0,"Mineral del Monte, Hidalgo, Mexico",2021,179,40,https://airbnb.com/rooms/585438270047453142?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-25&check_out=2023-10-30&source_impression_id=p3_1697748145_uH7G8TRzQCsIxG4i&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Pirita Cabin awaits!,Hut,Mineral del Monte,Hidalgo,Mexico,4.82,66,Karel,4,2,2,1,4.8,4.8,4.9,4.8,4.8,4.8,"Mineral del Monte, Hidalgo, Mexico",2021,49,41,https://airbnb.com/rooms/53727571?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_y1y6tH6Ac5jOSLiy&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Iguazu Cabana,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,4.55,11,Ramón,4,2,2,1,4.6,4.4,4.9,4.5,4.6,4.4,"Huasca de Ocampo, Hidalgo, Mexico",2019,116,42,https://airbnb.com/rooms/927691665001708641?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-29&check_out=2023-11-03&source_impression_id=p3_1697748145_sIIsHg2hQRU%2FwSLY&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Forest House 3 Cabaña Boutique,Hut,Mineral del Chico,Hidalgo,Mexico,4.97,36,Víctor Manuel,4,1,1,2,5.0,5.0,5.0,4.9,4.7,4.9,"Mineral del Chico, Hidalgo, Mexico",2018,86,43,https://airbnb.com/rooms/51420657?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-05&check_out=2023-11-10&source_impression_id=p3_1697748145_QGrAzdTPrLk%2FvB6h&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Cabin 1a in the woods with a view,Entire cabin,Mineral del Monte,Hidalgo,Mexico,5.0,4,,2,1,1,1,4.5,5.0,5.0,4.8,5.0,5.0,"Mineral del Monte, Hidalgo, Mexico",2015,83,44,https://airbnb.com/rooms/949317264307503675?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-07&check_out=2023-11-12&source_impression_id=p3_1697748145_XjdIKHqIrOGVEF5J&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Cabane Sol,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.91,22,Karel,4,1,1,1,4.8,5.0,5.0,5.0,4.8,4.7,"Mineral del Monte, Hidalgo, Mexico",2021,44,45,https://airbnb.com/rooms/862427337501958572?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-29&check_out=2023-11-03&source_impression_id=p3_1697748145_uYVALKoE2is7iOCi&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Cabaña Boutique TinyChillHouse 4,Entire cabin,NA,NA,NA,4.84,166,Edgar,4,1,1,1,4.7,4.9,4.8,4.8,4.8,4.7,"Mineral del Chico, Hidalgo, Mexico",2016,107,46,https://airbnb.com/rooms/46682610?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-05&check_out=2023-11-10&source_impression_id=p3_1697748145_7VLw%2FuPmuOT6Lxys&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Pino Cabana,Entire cabin,NA,NA,NA,4.96,48,Mauricio,3,2,2,1,4.9,5.0,5.0,5.0,5.0,4.9,"Mineral del Monte, Hidalgo, Mexico",2019,68,47,https://airbnb.com/rooms/35480955?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_04EhyTrnJXxo5GRQ&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Paraiso Real (Hotel in down town),Hotel,NA,NA,NA,4.84,70,Pablo,2,1,1,1.5,4.8,4.9,4.8,4.9,4.9,4.8,"Mineral del Monte, Hidalgo, Mexico",2016,47,48,https://airbnb.com/rooms/41436918?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_0vhx%2FKkCt7okWjgF&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Romantic Room,Boutique hotel,NA,NA,NA,4.89,110,Alejandra,2,1,1,1,5.0,4.9,5.0,4.8,4.8,4.9,"Mineral del Monte, Hidalgo, Mexico",2016,50,49,https://airbnb.com/rooms/45454367?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_M65SMKqEcYxr5JV%2B&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
"Suite 1, Bella Stone in the Omitlan Forest",Nature lodge,NA,NA,NA,4.77,53,,4,1,1,1,4.9,4.9,4.7,4.6,4.6,4.6,"Hidalgo, Mexico",2022,59,50,https://airbnb.com/rooms/649247416455594180?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_Ue%2B6h2w7%2BAMMMEkQ&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Casa Las Majadas del Bosque,Entire cabin,NA,NA,NA,4.95,61,Santiago,10,3,3,2,5.0,4.9,5.0,4.8,4.7,4.9,"Hidalgo, Mexico",2022,221,51,https://airbnb.com/rooms/590704367765642728?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_E46pjT2LLh78Ih%2Bi&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Loft Triangular with a view,Tiny home,NA,NA,NA,,,K-Naj,2,1,1,1,,,,,,,"Hidalgo, Mexico",2023,131,52,https://airbnb.com/rooms/997455360802696344?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_YGj92H9%2FSrS%2BngYI&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
Beautiful Private Forest and Safe Cabin New Wi-fi,Entire cabin,NA,NA,NA,4.78,18,,3,1,1,1,4.9,4.8,5.0,4.7,4.7,4.6,"Mineral del Chico, Hidalgo, Mexico",2018,70,53,https://airbnb.com/rooms/953797167343920050?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_wuHMrVUc2HC%2F8S83&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,3
